Date,LogReturnsRolling
2016-04-10 00:00:00,-5.071403670952253e-06
2016-04-17 00:00:00,-5.28032027237866e-06
2016-04-24 00:00:00,-1.434994393961558e-06
2016-05-01 00:00:00,-4.8035098669321266e-06
2016-05-08 00:00:00,-1.987348139852681e-06
2016-05-15 00:00:00,-7.292908348463427e-06
2016-05-22 00:00:00,-1.1395624514841483e-05
2016-05-29 00:00:00,-6.5479586536073214e-06
2016-06-05 00:00:00,-6.2209064492490785e-06
2016-06-12 00:00:00,-5.266808527788051e-06
2016-06-19 00:00:00,-7.28418508560972e-06
2016-06-26 00:00:00,-1.4108019084430267e-05
2016-07-03 00:00:00,-1.0849719690974714e-05
2016-07-10 00:00:00,-4.298061490756679e-06
2016-07-17 00:00:00,-2.5605981999810543e-06
2016-07-24 00:00:00,-3.818767169464701e-06
2016-07-31 00:00:00,-8.962391590221609e-06
2016-08-07 00:00:00,-1.991477839264263e-05
2016-08-14 00:00:00,-1.2320177866685995e-05
2016-08-21 00:00:00,-5.955138706590985e-06
2016-08-28 00:00:00,-1.3889096168599663e-05
2016-09-04 00:00:00,-9.362335614467208e-06
2016-09-11 00:00:00,-9.930868986512683e-06
2016-09-18 00:00:00,-1.891552626563697e-05
2016-09-25 00:00:00,-1.5581291879194397e-05
2016-10-02 00:00:00,-1.7358510479711103e-05
2016-10-09 00:00:00,-8.555993345168443e-06
2016-10-16 00:00:00,-1.5252741053584733e-05
2016-10-23 00:00:00,-9.735770930926091e-06
2016-10-30 00:00:00,-1.0216541889140547e-05
2016-11-06 00:00:00,-7.488791060850739e-06
2016-11-13 00:00:00,-1.608655934132335e-05
2016-11-20 00:00:00,-2.4822241573986683e-06
2016-11-27 00:00:00,-1.4204098904053877e-05
2016-12-04 00:00:00,-6.3436508558390396e-06
2016-12-11 00:00:00,-9.197110924523176e-06
2016-12-18 00:00:00,-9.506685415643159e-06
2016-12-25 00:00:00,-1.2941421922920642e-05
2017-01-01 00:00:00,-1.1794716728557295e-05
2017-01-08 00:00:00,-9.149184719090653e-06
2017-01-15 00:00:00,-1.0014524717458266e-05
2017-01-22 00:00:00,-1.5056798672560854e-05
2017-01-29 00:00:00,-1.0333485437537079e-05
2017-02-05 00:00:00,-5.458170255467471e-06
2017-02-12 00:00:00,-4.5799485917144305e-06
2017-02-19 00:00:00,-4.243202110469294e-06
2017-02-26 00:00:00,-1.2176895613788124e-05
2017-03-05 00:00:00,-1.1264293409137555e-05
2017-03-12 00:00:00,-8.865637720709454e-06
2017-03-19 00:00:00,-1.7042100389259186e-05
2017-03-26 00:00:00,-9.968987907558828e-06
2017-04-02 00:00:00,-9.03080399470924e-06
2017-04-09 00:00:00,-4.466409309659034e-06
2017-04-16 00:00:00,-3.226700081304411e-06
2017-04-23 00:00:00,-1.39712185381667e-05
2017-04-30 00:00:00,-2.186205986900835e-06
2017-05-07 00:00:00,-2.266318669993644e-06
2017-05-14 00:00:00,-1.1515164240310905e-05
2017-05-21 00:00:00,-5.641038281177058e-06
2017-05-28 00:00:00,-6.498482558385955e-06
2017-06-04 00:00:00,-4.5881059051845286e-06
2017-06-11 00:00:00,-1.0998909823095473e-05
2017-06-18 00:00:00,-2.099648935074481e-06
2017-06-25 00:00:00,-5.044569985179546e-06
2017-07-02 00:00:00,-8.088151296775438e-06
2017-07-09 00:00:00,-9.908879899820816e-07
2017-07-16 00:00:00,-5.012778268700282e-06
2017-07-23 00:00:00,-8.566936300028524e-06
2017-07-30 00:00:00,-5.828077080065667e-06
2017-08-06 00:00:00,-2.464097172070698e-05
2017-08-13 00:00:00,-3.93301351622952e-06
2017-08-20 00:00:00,-8.461744807496527e-06
2017-08-27 00:00:00,-3.4803736823677946e-06
2017-09-03 00:00:00,-1.6837304248256928e-08
2017-09-10 00:00:00,-3.7807674182802502e-06
2017-09-17 00:00:00,-1.0117043044144797e-05
2017-09-24 00:00:00,-8.961326654752629e-06
2017-10-01 00:00:00,-5.865723648774805e-06
2017-10-08 00:00:00,-1.5281224497579003e-06
2017-10-15 00:00:00,-4.4365006285506036e-06
2017-10-22 00:00:00,-8.248661713335703e-06
2017-10-29 00:00:00,-1.0272412214324003e-05
2017-11-05 00:00:00,-6.2306878093606815e-06
2017-11-12 00:00:00,-4.292539307973943e-06
2017-11-19 00:00:00,-4.530261605234787e-06
2017-11-26 00:00:00,-5.955987828202813e-06
2017-12-03 00:00:00,-8.732158858678252e-06
2017-12-10 00:00:00,-7.87599956150379e-06
2017-12-17 00:00:00,1.23491674052803e-05
2017-12-24 00:00:00,-4.223450316364282e-06
2017-12-31 00:00:00,-7.101655580799907e-06
2018-01-07 00:00:00,-6.469524880885463e-06
2018-01-14 00:00:00,-2.0337073393905946e-06
2018-01-21 00:00:00,-4.461872251659513e-06
2018-01-28 00:00:00,-3.7214557227296206e-06
2018-02-04 00:00:00,-6.621375101336458e-06
2018-02-11 00:00:00,-5.812833001268204e-06
2018-02-18 00:00:00,-7.1959951106085445e-06
2018-02-25 00:00:00,-5.6883360255941275e-06
2018-03-04 00:00:00,-4.962118980518277e-06
2018-03-11 00:00:00,-7.004329322314958e-06
2018-03-18 00:00:00,-1.2210166428346715e-05
2018-03-25 00:00:00,-8.31277158671054e-06
2018-04-01 00:00:00,-8.527974971801886e-06
2018-04-08 00:00:00,-7.722853844551844e-06
2018-04-15 00:00:00,-8.016149808442321e-06
2018-04-22 00:00:00,-6.019258316859509e-06
2018-04-29 00:00:00,-5.704094085395112e-06
2018-05-06 00:00:00,-9.071522615250822e-06
2018-05-13 00:00:00,-4.0478819950340844e-06
2018-05-20 00:00:00,-3.545260321546309e-06
2018-05-27 00:00:00,-4.512950946993529e-06
2018-06-03 00:00:00,-7.361527149512137e-06
2018-06-10 00:00:00,-8.681903055676635e-06
2018-06-17 00:00:00,-7.700444939206661e-06
2018-06-24 00:00:00,-6.197699586826299e-06
2018-07-01 00:00:00,-4.611749941538716e-06
2018-07-08 00:00:00,-5.12632775128765e-06
2018-07-15 00:00:00,-5.826727096067908e-06
2018-07-22 00:00:00,-4.219907468935712e-06
2018-07-29 00:00:00,-7.711604156263174e-06
2018-08-05 00:00:00,-9.203714159838076e-06
2018-08-12 00:00:00,-6.971933350286819e-06
2018-08-19 00:00:00,-4.322418996173096e-06
2018-08-26 00:00:00,-8.20040432337463e-06
2018-09-02 00:00:00,-9.627785344053603e-07
2018-09-09 00:00:00,-1.0017780750873342e-05
2018-09-16 00:00:00,-3.5753854577171915e-06
2018-09-23 00:00:00,-1.3778234540882952e-05
2018-09-30 00:00:00,-6.731297716034181e-06
2018-10-07 00:00:00,-4.519719442017828e-06
2018-10-14 00:00:00,-4.182058215628827e-06
2018-10-21 00:00:00,-4.305829149826451e-06
2018-10-28 00:00:00,1.1131762881822929e-06
2018-11-04 00:00:00,-8.1464588110466e-06
2018-11-11 00:00:00,-1.0989139635604084e-05
2018-11-18 00:00:00,-2.99137435651052e-06
2018-11-25 00:00:00,-5.97621005561715e-06
2018-12-02 00:00:00,-8.648968237515676e-06
2018-12-09 00:00:00,-8.868135064868871e-06
2018-12-16 00:00:00,-3.764351327480097e-06
2018-12-23 00:00:00,-4.190370445468911e-06
2018-12-30 00:00:00,-2.5991369537084226e-07
2019-01-06 00:00:00,-1.3595766948099619e-05
2019-01-13 00:00:00,8.524220189241765e-07
2019-01-20 00:00:00,-8.957470677994651e-07
2019-01-27 00:00:00,-6.2554957012139165e-06
2019-02-03 00:00:00,-3.385281480448268e-06
2019-02-10 00:00:00,-4.402239069647581e-06
2019-02-17 00:00:00,-8.599975745803827e-06
